,country_name,country_id,x_coord,y_coord
75,Russia,643.0,"[47.46, 48.47, 48.757, 47.625, 47.282, 47.403, 46.23, 44.882, 47.46]","[80.857, 80.799, 80.652, 80.77, 80.686, 80.587, 80.442, 80.594, 80.857]"
76,Russia,643.0,"[61.65, 62.228, 61.09, 59.352, 59.732, 61.65]","[80.866, 80.726, 80.359, 80.483, 80.802, 80.866]"
77,Russia,643.0,"[55.1, 55.882, 54.017, 54.305, 55.1]","[80.877, 80.767, 80.806, 80.864, 80.877]"
78,Russia,643.0,"[50.943, 50.202, 51.807, 49.657, 49.782, 49.59, 48.747, 48.483, 49.087, 48.435, 48.34, 47.647, 48.152, 47.817, 47.96, 47.135, 46.712, 48.282, 47.412, 47.935, 49.19, 49.668, 48.982, 49.777, 50.943]","[80.894, 80.752, 80.715, 80.48, 80.384, 80.351, 80.375, 80.307, 80.171, 80.187, 80.073, 80.075, 80.192, 80.197, 80.244, 80.156, 80.292, 80.415, 80.452, 80.532, 80.522, 80.675, 80.781, 80.906, 80.894]"
79,Russia,643.0,"[79.805, 80.462, 79.068, 79.32, 79.805]","[80.966, 80.901, 80.85, 80.939, 80.966]"
80,Russia,643.0,"[54.72, 56.182, 57.817, 57.04, 54.422, 54.72]","[81.11, 81.017, 80.761, 80.667, 81.022, 81.11]"
81,Russia,643.0,"[56.135, 57.58, 58.322, 57.475, 56.135]","[81.109, 81.029, 80.907, 80.838, 81.109]"
82,Russia,643.0,"[61.22, 61.652, 60.985, 59.972, 61.22]","[81.115, 81.092, 80.9, 80.974, 81.115]"
83,Russia,643.0,"[64.565, 65.248, 65.387, 65.182, 65.377, 63.46, 62.568, 64.082, 64.167, 64.565]","[81.195, 81.121, 81.017, 80.977, 80.914, 80.618, 80.799, 80.965, 81.137, 81.195]"
84,Russia,643.0,"[91.05, 91.542, 90.068, 90.22, 91.05]","[81.225, 81.116, 81.107, 81.195, 81.225]"
85,Russia,643.0,"[95.681, 98.203, 97.137, 97.417, 97.247, 97.517, 97.305, 93.965, 91.463, 92.747, 92.007, 92.93, 92.833, 93.423, 92.542, 93.143, 94.07, 93.572, 95.681]","[81.28, 80.662, 80.563, 80.433, 80.336, 80.313, 80.22, 80.001, 80.257, 80.361, 80.418, 80.471, 80.6, 80.768, 80.727, 80.956, 80.945, 80.982, 81.28]"
86,Russia,643.0,"[56.635, 57.5, 57.967, 56.45, 55.448, 56.595, 56.352, 56.635]","[81.407, 81.306, 81.296, 81.155, 81.265, 81.253, 81.396, 81.407]"
87,Russia,643.0,"[57.585, 58.44, 58.562, 56.813, 57.585]","[81.562, 81.462, 81.409, 81.465, 81.562]"
88,Russia,643.0,"[62.935, 63.44, 63.787, 62.99, 62.097, 62.935]","[81.737, 81.713, 81.634, 81.578, 81.719, 81.737]"
89,Russia,643.0,"[59.135, 59.357, 58.175, 57.887, 59.135]","[81.861, 81.802, 81.691, 81.812, 81.861]"
90,Korea Republic,410.0,"[128.366, 129.431, 129.373, 129.584, 129.445, 129.409, 129.404, 129.37, 129.355, 129.091, 128.589, 128.425, 128.332, 128.048, 128.053, 127.58, 127.775, 127.803, 127.658, 127.552, 127.516, 127.357, 127.51, 127.332, 127.44, 127.34, 127.114, 127.345, 127.242, 126.885, 126.785, 126.8, 126.777, 126.766, 126.522, 126.543, 126.387, 126.259, 126.622, 126.363, 126.529, 126.683, 126.549, 126.515, 126.367, 126.44, 126.305, 126.389, 126.24, 126.476, 126.326, 126.489, 126.405, 126.68, 126.665, 126.51, 126.457, 126.781, 126.684, 126.797, 126.833, 126.613, 126.867, 126.894, 126.726, 126.493, 126.511, 126.29, 126.435, 126.372, 126.27, 126.154, 126.11, 126.3, 126.265, 126.352, 126.358, 126.567, 126.497, 126.784, 126.832, 126.994, 126.744, 126.795, 126.649, 126.86, 126.59, 126.52, 126.902, 126.676, 126.67, 127.043, 128.048, 128.366]","[38.604, 37.06, 36.048, 36.016, 35.492, 35.475, 35.512, 35.545, 35.548, 35.05, 35.211, 34.762, 34.955, 34.933, 35.086, 34.922, 34.861, 34.588, 34.759, 34.66, 34.889, 34.839, 34.592, 34.587, 34.549, 34.445, 34.547, 34.711, 34.777, 34.423, 34.47, 34.55, 34.62, 34.621, 34.293, 34.586, 34.532, 34.702, 34.626, 34.748, 34.749, 34.82, 34.987, 34.783, 34.779, 34.975, 34.927, 35.035, 35.112, 35.086, 35.227, 35.327, 35.409, 35.537, 35.607, 35.579, 35.639, 35.757, 35.843, 35.861, 35.91, 35.943, 36.058, 36.14, 35.999, 36.134, 36.674, 36.717, 36.424, 36.411, 36.728, 36.679, 36.773, 36.98, 36.804, 36.792, 37.012, 36.887, 37.06, 36.975, 36.774, 36.933, 37.038, 37.185, 37.153, 37.268, 37.445, 37.766, 37.544, 37.682, 37.957, 38.259, 38.307, 38.604]"
91,Sri Lanka,144.0,"[80.217, 80.81, 81.227, 81.181, 81.355, 81.869, 81.699, 80.592, 80.058, 79.704, 79.696, 79.782, 79.738, 79.825, 79.911, 80.186, 80.054, 80.287, 80.399, 79.906, 80.217]","[9.832, 9.293, 8.652, 8.442, 8.491, 7.318, 6.485, 5.915, 6.191, 8.053, 8.211, 8.355, 8.012, 7.97, 8.935, 9.482, 9.598, 9.45, 9.487, 9.758, 9.832]"
92,"China, Republic of (Taiwan)",158.0,"[121.536, 122.0, 121.825, 121.855, 121.61, 121.406, 120.972, 120.86, 120.722, 120.631, 120.349, 120.252, 120.328, 120.181, 120.029, 120.129, 121.03, 121.536]","[25.297, 25.007, 24.855, 24.482, 24.085, 23.125, 22.563, 21.903, 21.922, 22.307, 22.506, 22.61, 22.542, 23.04, 23.078, 23.632, 25.027, 25.297]"
93,Tajikistan,762.0,"[70.454, 70.795, 70.343, 70.632, 70.988, 70.973, 70.499, 70.538, 70.062, 69.528, 69.529, 69.346, 69.251, 69.354, 70.534, 70.914, 71.488, 71.563, 71.785, 71.803, 72.042, 72.234, 72.484, 73.59, 73.538, 73.843, 73.699, 73.801, 73.998, 74.187, 74.695, 75.125, 74.893, 74.362, 73.759, 73.617, 73.776, 73.306, 72.678, 71.676, 71.429, 71.591, 71.257, 71.374, 70.988, 70.676, 70.182, 70.304, 70.172, 69.529, 69.322, 68.906, 68.022, 67.799, 67.86, 68.403, 68.067, 68.196, 67.704, 67.676, 67.342, 67.484, 67.395, 67.708, 68.551, 68.635, 68.787, 68.821, 68.909, 68.848, 69.029, 68.535, 69.302, 69.212, 69.387, 69.724, 70.454]","[41.04, 40.725, 40.422, 40.177, 40.223, 40.168, 39.928, 40.051, 40.208, 40.122, 39.932, 40.022, 39.865, 39.526, 39.623, 39.392, 39.625, 39.458, 39.461, 39.27, 39.371, 39.18, 39.377, 39.468, 39.278, 38.999, 38.879, 38.614, 38.522, 38.64, 38.425, 37.316, 37.233, 37.424, 37.222, 37.271, 37.439, 37.464, 37.022, 36.672, 37.072, 37.92, 37.923, 38.256, 38.491, 38.407, 37.945, 37.694, 37.53, 37.588, 37.117, 37.335, 36.923, 37.079, 37.546, 38.191, 38.396, 38.939, 39.001, 39.146, 39.233, 39.368, 39.526, 39.66, 39.542, 39.855, 39.836, 39.981, 39.886, 40.073, 40.16, 40.143, 40.188, 40.546, 40.791, 40.631, 41.04]"
94,Thailand,764.0,"[99.957, 100.11, 100.313, 100.578, 100.404, 100.513, 101.288, 101.187, 101.357, 101.054, 101.184, 100.968, 101.16, 102.083, 102.682, 103.042, 103.31, 103.973, 104.8, 104.744, 105.046, 105.418, 105.39, 105.637, 105.468, 105.624, 105.429, 105.084, 104.806, 103.166, 102.624, 102.34, 102.505, 102.786, 102.704, 102.905, 102.911, 102.91, 102.645, 102.556, 102.588, 102.293, 102.362, 102.219, 102.255, 101.789, 101.422, 100.856, 100.995, 100.593, 99.951, 100.113, 99.968, 100.025, 99.49, 99.29, 99.15, 99.251, 99.148, 99.315, 99.215, 99.374, 99.846, 99.965, 100.221, 100.587, 100.425, 100.554, 100.598, 100.581, 101.009, 101.537, 102.092, 101.825, 101.581, 101.136, 100.984, 101.112, 100.854, 100.738, 100.423, 100.205, 100.121, 99.697, 99.745, 99.525, 99.606, 99.398, 99.293, 99.152, 99.04, 99.105, 98.769, 98.671, 98.467, 98.437, 98.285, 98.225, 98.394, 98.319, 98.458, 98.577, 98.466, 98.78, 99.665, 99.441, 99.1, 99.212, 99.108, 98.598, 98.182, 98.298, 98.56, 98.563, 98.848, 98.918, 98.675, 98.508, 97.794, 97.638, 97.502, 97.344, 97.769, 97.666, 98.035, 98.249, 98.986, 99.077, 99.539, 99.458, 99.682, 99.957]","[20.464, 20.251, 20.402, 20.168, 19.753, 19.523, 19.569, 19.398, 19.05, 18.442, 18.065, 17.571, 17.467, 18.219, 17.803, 17.982, 18.433, 18.337, 17.395, 16.529, 16.102, 16.012, 15.809, 15.651, 15.35, 14.976, 14.416, 14.21, 14.438, 14.335, 13.609, 13.559, 12.682, 12.42, 12.173, 11.767, 11.746, 11.652, 12.177, 12.225, 12.041, 12.188, 12.374, 12.433, 12.305, 12.709, 12.581, 12.646, 13.497, 13.609, 13.309, 13.052, 12.731, 12.188, 11.16, 10.364, 10.344, 10.231, 9.743, 9.391, 9.304, 9.183, 9.291, 8.6, 8.437, 7.196, 7.162, 7.14, 7.173, 7.23, 6.851, 6.858, 6.241, 5.733, 5.934, 5.613, 5.807, 6.252, 6.232, 6.51, 6.515, 6.726, 6.423, 6.853, 7.142, 7.251, 7.374, 7.307, 7.642, 7.793, 7.708, 7.962, 8.019, 8.39, 8.378, 8.133, 8.203, 8.735, 8.942, 9.198, 9.558, 9.56, 9.626, 10.679, 11.823, 12.581, 13.073, 13.262, 13.893, 14.327, 15.108, 15.314, 15.336, 16.045, 16.128, 16.387, 16.272, 16.948, 17.68, 18.29, 18.267, 18.556, 18.579, 18.938, 19.806, 19.676, 19.739, 20.101, 20.148, 20.393, 20.316, 20.464]"
95,Turkmenistan,795.0,"[58.673, 59.435, 59.996, 60.043, 59.925, 60.331, 60.049, 60.178, 60.075, 60.235, 61.238, 61.456, 61.888, 62.499, 65.562, 66.672, 66.554, 65.761, 65.531, 64.756, 64.526, 64.069, 63.121, 63.249, 63.095, 63.099, 62.306, 62.064, 61.588, 61.227, 61.146, 60.346, 60.043, 59.552, 59.354, 58.819, 58.385, 57.441, 57.245, 56.454, 56.335, 55.465, 54.852, 54.673, 53.899, 53.831, 53.993, 53.532, 53.173, 53.177, 53.096, 53.272, 53.236, 53.507, 53.521, 53.583, 53.636, 53.72, 53.439, 53.449, 52.879, 52.947, 52.759, 52.737, 52.948, 52.446, 52.985, 54.215, 54.929, 55.455, 57.041, 57.167, 57.038, 57.0, 57.304, 57.859, 58.051, 58.509, 58.151, 58.673]","[42.764, 42.292, 42.243, 42.022, 41.993, 41.766, 41.754, 41.593, 41.437, 41.334, 41.145, 41.298, 41.105, 39.942, 38.286, 37.975, 37.355, 37.551, 37.238, 37.113, 36.305, 35.997, 35.863, 35.681, 35.618, 35.418, 35.129, 35.434, 35.437, 35.646, 36.643, 36.629, 37.022, 37.136, 37.529, 37.698, 37.628, 37.944, 38.273, 38.265, 38.078, 38.095, 37.758, 37.437, 37.349, 38.525, 38.939, 39.333, 39.38, 39.224, 39.433, 39.689, 39.545, 39.631, 39.497, 39.557, 39.527, 39.574, 39.702, 39.983, 40.025, 39.858, 40.015, 40.496, 40.99, 41.761, 42.121, 42.377, 41.928, 41.267, 41.241, 41.364, 41.441, 41.91, 42.141, 42.172, 42.543, 42.281, 42.629, 42.764]"
96,Uzbekistan,860.0,"[58.595, 61.073, 62.004, 63.297, 64.53, 64.999, 65.845, 66.098, 65.999, 66.535, 66.709, 67.967, 68.125, 67.936, 68.583, 68.525, 68.748, 69.161, 71.058, 71.257, 70.866, 70.169, 70.714, 70.785, 71.401, 71.725, 71.886, 72.189, 72.176, 72.348, 72.585, 73.14, 72.658, 72.346, 72.416, 72.172, 71.734, 71.205, 70.632, 70.328, 70.795, 70.468, 69.72, 69.392, 69.212, 69.302, 68.535, 69.029, 68.848, 68.909, 68.821, 68.787, 68.635, 68.551, 67.708, 67.395, 67.484, 67.342, 67.676, 67.704, 68.196, 68.067, 68.403, 67.86, 67.787, 67.5, 67.264, 66.95, 66.627, 66.501, 66.672, 65.562, 62.499, 61.888, 61.456, 61.238, 60.235, 60.075, 60.178, 60.049, 60.331, 59.925, 60.043, 59.996, 59.435, 58.626, 58.59, 58.151, 58.509, 58.051, 57.859, 57.304, 56.992, 57.167, 57.045, 55.999, 55.998, 58.595]","[45.588, 44.381, 43.506, 43.654, 43.572, 43.718, 42.859, 42.939, 41.937, 41.877, 41.141, 41.148, 41.039, 40.822, 40.569, 41.023, 40.98, 41.442, 42.295, 42.167, 42.054, 41.515, 41.467, 41.195, 41.111, 41.546, 41.167, 41.16, 40.991, 41.059, 40.87, 40.787, 40.51, 40.602, 40.396, 40.493, 40.146, 40.346, 40.177, 40.455, 40.728, 41.043, 40.63, 40.794, 40.546, 40.188, 40.143, 40.16, 40.073, 39.886, 39.981, 39.836, 39.855, 39.542, 39.66, 39.526, 39.368, 39.233, 39.146, 39.001, 38.939, 38.396, 38.191, 37.546, 37.172, 37.282, 37.183, 37.398, 37.33, 37.393, 37.975, 38.286, 39.942, 41.105, 41.298, 41.145, 41.334, 41.437, 41.593, 41.754, 41.766, 41.993, 42.022, 42.243, 42.292, 42.798, 42.65, 42.629, 42.281, 42.543, 42.172, 42.141, 41.902, 41.364, 41.242, 41.319, 45.0, 45.588]"
97,Vietnam,704.0,"[105.355, 105.878, 106.131, 106.834, 106.557, 106.691, 107.024, 107.363, 107.857, 108.048, 107.403, 107.376, 107.195, 106.605, 106.813, 106.552, 106.71, 106.52, 106.573, 105.927, 105.616, 105.891, 106.441, 106.464, 107.12, 107.132, 107.824, 108.038, 108.225, 108.235, 108.327, 108.265, 108.603, 108.942, 109.467, 109.357, 109.196, 109.348, 109.144, 109.286, 109.134, 109.239, 109.134, 109.013, 109.019, 107.259, 107.085, 107.06, 107.097, 107.147, 107.154, 107.155, 107.007, 106.877, 106.746, 106.779, 106.435, 106.791, 106.778, 106.607, 106.356, 106.702, 106.617, 106.179, 106.575, 106.503, 105.837, 106.199, 105.525, 105.281, 104.863, 104.865, 105.111, 104.775, 104.605, 104.442, 104.869, 105.098, 105.084, 105.338, 105.779, 105.849, 106.19, 106.187, 105.866, 105.81, 106.043, 106.451, 106.412, 106.721, 107.546, 107.617, 107.335, 107.599, 107.468, 107.695, 107.212, 107.464, 106.969, 106.862, 106.676, 106.551, 105.755, 105.5, 105.184, 105.135, 103.876, 104.123, 104.039, 104.641, 104.98, 104.612, 104.377, 104.637, 104.106, 103.724, 103.165, 102.808, 102.991, 102.835, 102.675, 102.613, 102.144, 102.485, 103.031, 103.327, 103.53, 103.642, 103.979, 104.12, 104.374, 104.734, 104.813, 105.355]","[23.34, 22.918, 22.999, 22.808, 22.459, 21.964, 21.945, 21.598, 21.655, 21.537, 21.326, 21.023, 20.934, 21.037, 20.673, 20.76, 20.667, 20.541, 20.283, 19.884, 18.988, 18.396, 18.12, 17.707, 17.084, 16.854, 16.29, 16.335, 16.02, 16.148, 16.143, 16.021, 15.479, 15.245, 12.648, 12.798, 12.63, 12.4, 12.439, 11.876, 11.913, 11.727, 11.56, 11.63, 11.355, 10.375, 10.318, 10.382, 10.385, 10.414, 10.422, 10.431, 10.529, 10.371, 10.573, 10.277, 10.311, 10.161, 10.081, 9.978, 10.192, 9.891, 9.813, 10.175, 9.738, 9.554, 9.994, 9.375, 9.12, 8.753, 8.692, 9.706, 9.947, 10.218, 10.141, 10.424, 10.522, 10.721, 10.957, 10.86, 11.032, 10.863, 10.79, 11.053, 11.284, 11.619, 11.778, 11.67, 11.974, 11.968, 12.352, 13.526, 14.115, 14.875, 15.008, 15.26, 15.731, 16.076, 16.303, 16.541, 16.452, 16.998, 17.671, 18.197, 18.326, 18.714, 19.306, 19.503, 19.699, 19.621, 20.012, 20.422, 20.441, 20.672, 20.978, 20.664, 20.853, 21.263, 21.683, 21.845, 21.655, 21.918, 22.4, 22.78, 22.443, 22.814, 22.593, 22.798, 22.507, 22.807, 22.69, 22.818, 23.119, 23.34]"
98,Albania,8.0,"[19.724, 19.792, 20.079, 20.524, 20.625, 20.457, 20.515, 20.732, 20.968, 21.057, 20.677, 20.312, 20.414, 20.22, 19.982, 19.865, 19.469, 19.289, 19.482, 19.309, 19.525, 19.444, 19.614, 19.29, 19.724]","[42.661, 42.483, 42.556, 42.212, 41.963, 41.553, 41.232, 40.912, 40.91, 40.668, 40.096, 39.991, 39.815, 39.646, 39.689, 40.034, 40.215, 40.42, 40.347, 40.657, 40.912, 41.588, 41.605, 42.187, 42.661]"
99,Armenia,51.0,"[44.823, 45.202, 45.06, 45.427, 45.422, 45.602, 45.375, 45.437, 45.981, 45.839, 45.611, 46.178, 46.569, 46.381, 46.634, 46.432, 46.534, 46.144, 45.78, 45.472, 45.062, 44.75, 44.354, 43.656, 43.543, 43.747, 43.459, 44.901, 44.823]","[41.3, 41.16, 41.051, 41.021, 40.959, 40.882, 40.705, 40.52, 40.211, 39.99, 39.974, 39.58, 39.568, 39.436, 39.231, 39.188, 38.868, 38.843, 39.585, 39.49, 39.794, 39.715, 40.027, 40.112, 40.477, 40.733, 41.12, 41.212, 41.3]"
100,Azerbaijan,31.0,"[46.479, 46.76, 47.304, 47.782, 48.593, 49.543, 50.063, 50.332, 50.369, 49.853, 49.471, 49.278, 49.439, 49.257, 49.196, 49.1, 49.206, 48.945, 48.877, 48.628, 48.021, 48.33, 48.129, 48.368, 47.986, 46.534, 46.432, 46.634, 46.381, 46.579, 46.178, 45.611, 45.883, 45.959, 45.45, 45.375, 45.603, 45.06, 45.204, 45.015, 45.459, 45.952, 46.642, 46.704, 46.192, 46.204, 46.479]","[41.881, 41.862, 41.306, 41.185, 41.842, 40.632, 40.593, 40.404, 40.207, 40.372, 40.173, 39.496, 39.274, 39.317, 39.023, 38.939, 39.094, 39.157, 38.441, 38.401, 38.837, 39.013, 39.271, 39.379, 39.709, 38.868, 39.188, 39.231, 39.436, 39.553, 39.58, 39.974, 40.021, 40.276, 40.5, 40.705, 40.881, 41.051, 41.152, 41.297, 41.456, 41.178, 41.107, 41.327, 41.627, 41.771, 41.881]"
101,Belgium,56.0,"[4.871, 5.039, 5.238, 5.826, 5.683, 6.117, 6.372, 6.404, 5.966, 5.738, 5.842, 5.472, 4.853, 4.833, 4.69, 4.144, 4.216, 3.711, 3.62, 3.288, 3.15, 2.796, 2.543, 3.195, 3.886, 4.477, 4.871]","[51.413, 51.487, 51.261, 51.167, 50.757, 50.721, 50.454, 50.324, 50.174, 49.902, 49.553, 49.497, 49.793, 50.169, 49.995, 49.977, 50.265, 50.304, 50.49, 50.527, 50.79, 50.724, 51.09, 51.349, 51.199, 51.479, 51.413]"
102,Bosnia and Herzegovina,70.0,"[16.947, 17.849, 18.672, 18.854, 19.367, 19.103, 19.622, 19.235, 19.52, 18.922, 19.081, 18.84, 18.5, 18.553, 17.551, 17.712, 17.282, 16.318, 16.055, 15.73, 15.838, 16.289, 16.515, 16.947]","[45.25, 45.045, 45.095, 44.854, 44.887, 44.373, 44.05, 44.01, 43.583, 43.512, 43.313, 43.348, 42.995, 42.58, 42.932, 42.973, 43.468, 44.115, 44.625, 44.824, 45.224, 44.996, 45.222, 45.25]"
103,Bulgaria,100.0,"[22.685, 23.04, 22.839, 22.976, 25.392, 26.15, 27.272, 28.578, 28.61, 28.471, 28.098, 27.91, 27.9, 27.312, 27.722, 28.035, 27.56, 27.237, 26.622, 26.358, 26.07, 26.199, 25.902, 25.283, 24.264, 23.096, 22.933, 23.034, 22.866, 22.36, 22.558, 22.439, 22.752, 23.005, 22.535, 22.357, 22.685]","[44.208, 44.077, 43.887, 43.808, 43.619, 43.985, 44.129, 43.739, 43.541, 43.361, 43.375, 43.192, 42.701, 42.399, 42.409, 41.982, 41.906, 42.104, 41.977, 41.711, 41.709, 41.436, 41.306, 41.237, 41.571, 41.317, 41.341, 41.722, 42.022, 42.311, 42.48, 42.824, 42.891, 43.188, 43.47, 43.81, 44.208]"
104,Croatia,191.0,"[16.375, 17.861, 18.447, 18.903, 18.903, 19.098, 18.973, 19.444, 19.085, 19.156, 18.976, 18.675, 18.264, 17.849, 16.928, 16.515, 16.289, 16.013, 15.777, 15.73, 16.055, 16.211, 17.282, 17.712, 17.535, 16.472, 15.952, 15.886, 15.143, 15.277, 15.628, 14.987, 14.846, 14.559, 14.329, 13.92, 13.591, 13.507, 14.327, 14.569, 14.818, 15.346, 15.277, 15.406, 15.258, 15.709, 15.647, 16.301, 16.242, 16.375]","[46.552, 45.767, 45.737, 45.919, 45.57, 45.508, 45.375, 45.196, 45.147, 44.953, 44.85, 45.094, 45.139, 45.045, 45.276, 45.222, 44.996, 45.217, 45.183, 44.824, 44.625, 44.216, 43.468, 42.973, 42.94, 43.536, 43.505, 43.74, 44.194, 44.334, 44.145, 44.574, 45.114, 45.296, 45.355, 44.765, 45.138, 45.506, 45.469, 45.674, 45.459, 45.457, 45.604, 45.65, 45.724, 45.846, 46.217, 46.379, 46.499, 46.552]"
105,Cyprus,196.0,"[34.595, 33.907, 34.09, 33.835, 33.792, 33.912, 33.872, 33.677, 33.603, 32.963, 32.493, 32.314, 32.283, 32.852, 32.92, 33.647, 34.595]","[35.695, 35.259, 34.955, 34.975, 35.048, 35.081, 35.124, 35.062, 34.814, 34.632, 34.703, 34.9, 35.105, 35.148, 35.405, 35.359, 35.695]"
106,Denmark,208.0,"[12.31, 12.624, 12.551, 12.683, 12.208, 12.461, 12.024, 12.17, 11.894, 12.167, 11.967, 11.706, 11.888, 11.614, 11.823, 11.811, 11.248, 11.091, 11.216, 11.146, 10.929, 11.08, 11.102, 10.866, 11.531, 11.52, 11.302, 11.277, 11.78, 11.652, 11.836, 11.943, 12.067, 11.989, 11.929, 12.083, 12.119, 12.019, 11.842, 12.31]","[56.13, 56.039, 55.643, 55.588, 55.505, 55.289, 55.155, 54.993, 54.994, 54.833, 54.558, 54.93, 54.998, 55.082, 55.043, 55.148, 55.209, 55.349, 55.399, 55.597, 55.668, 55.66, 55.675, 55.746, 55.882, 55.932, 55.976, 56.012, 55.979, 55.721, 55.683, 55.935, 55.732, 55.737, 55.653, 55.651, 55.728, 55.961, 55.968, 56.13]"
107,Denmark,208.0,"[10.592, 10.422, 10.546, 10.231, 10.336, 10.124, 10.34, 10.249, 10.425, 10.847, 10.916, 10.515, 10.346, 10.504, 10.346, 10.197, 9.859, 10.052, 10.031, 9.559, 9.861, 9.496, 9.696, 9.566, 9.717, 9.424, 9.738, 9.756, 8.636, 8.623, 8.072, 8.156, 8.559, 8.232, 8.262, 8.594, 9.4, 9.938, 10.592]","[57.748, 57.588, 57.229, 56.987, 56.707, 56.712, 56.7, 56.575, 56.525, 56.527, 56.343, 56.095, 56.192, 56.276, 56.262, 55.839, 55.853, 55.824, 55.696, 55.707, 55.623, 55.492, 55.462, 55.25, 55.248, 55.028, 54.989, 54.842, 54.911, 55.426, 55.559, 56.641, 56.567, 56.697, 56.851, 57.12, 57.161, 57.586, 57.748]"
108,Estonia,233.0,"[25.702, 28.195, 27.357, 27.491, 27.815, 27.55, 27.351, 26.907, 26.617, 25.295, 24.356, 24.579, 24.315, 24.122, 23.755, 23.494, 23.746, 23.444, 23.427, 23.674, 23.401, 23.503, 24.092, 24.033, 24.36, 24.795, 24.8, 25.44, 25.702]","[59.67, 59.399, 58.787, 58.225, 57.862, 57.834, 57.518, 57.633, 57.509, 58.082, 57.875, 58.336, 58.38, 58.231, 58.336, 58.686, 58.793, 58.765, 58.934, 58.968, 59.025, 59.23, 59.275, 59.391, 59.475, 59.445, 59.574, 59.49, 59.67]"
109,Finland,246.0,"[27.956, 28.404, 29.134, 29.338, 28.831, 28.93, 28.416, 28.801, 28.434, 28.647, 29.327, 30.017, 29.034, 29.924, 30.119, 29.722, 29.864, 29.602, 29.897, 29.627, 29.611, 30.087, 30.046, 30.483, 30.554, 29.972, 31.238, 31.587, 30.955, 27.747, 26.452, 26.528, 25.943, 26.119, 25.942, 25.999, 25.955, 25.872, 25.839, 25.931, 25.672, 25.083, 24.573, 24.647, 24.392, 24.466, 24.483, 23.424, 23.541, 23.545, 23.219, 22.917, 23.231, 23.03, 22.884, 22.807, 22.982, 23.262, 22.867, 23.092, 22.523, 22.653, 21.746, 21.842, 21.574, 21.337, 21.474, 21.306, 21.436, 21.209, 21.447, 21.299, 21.614, 21.451, 21.634, 21.469, 21.797, 21.282, 21.441, 21.113, 21.233, 21.079, 21.124, 21.691, 21.511, 21.573, 21.538, 21.525, 21.519, 21.548, 21.585, 22.007, 22.371, 22.206, 22.41, 22.289, 22.324, 22.445, 22.618, 22.862, 22.941, 22.671, 22.835, 23.015, 23.08, 23.433, 23.398, 23.622, 23.689, 24.303, 24.548, 25.395, 25.201, 25.508, 25.227, 25.408, 25.244, 25.476, 25.052, 24.657, 24.592, 24.154, 23.929, 23.667, 23.636, 24.0, 23.552, 23.764, 23.395, 23.642, 22.815, 22.04, 20.549, 21.058, 21.003, 21.605, 22.373, 23.141, 23.872, 24.903, 25.775, 25.707, 25.9, 26.489, 27.956]","[70.092, 69.819, 69.696, 69.479, 69.224, 69.052, 68.915, 68.869, 68.539, 68.196, 68.075, 67.674, 66.925, 66.127, 65.754, 65.637, 65.561, 65.26, 65.105, 65.061, 64.928, 64.774, 64.402, 64.262, 64.102, 63.757, 63.219, 62.909, 62.312, 60.486, 60.5, 60.342, 60.498, 60.327, 60.269, 60.375, 60.355, 60.408, 60.413, 60.255, 60.385, 60.155, 60.177, 60.11, 59.966, 60.032, 60.075, 59.964, 60.043, 60.098, 59.841, 59.808, 60.035, 59.91, 59.917, 60.017, 59.971, 60.063, 60.164, 60.37, 60.213, 60.403, 60.481, 60.641, 60.498, 60.692, 60.708, 60.871, 60.897, 60.911, 60.914, 61.088, 61.23, 61.508, 61.513, 61.587, 61.492, 61.993, 62.218, 62.488, 62.601, 62.614, 62.8, 63.056, 63.175, 63.192, 63.2, 63.197, 63.2, 63.27, 63.289, 63.155, 63.286, 63.455, 63.437, 63.52, 63.575, 63.474, 63.724, 63.647, 63.766, 63.812, 63.905, 63.78, 63.916, 63.942, 64.082, 64.043, 64.218, 64.448, 64.822, 64.836, 65.007, 65.023, 65.127, 65.194, 65.318, 65.314, 65.644, 65.64, 65.844, 65.759, 66.141, 66.26, 66.442, 66.807, 67.172, 67.428, 67.492, 67.966, 68.393, 68.491, 69.059, 69.037, 69.222, 69.28, 68.722, 68.627, 68.837, 68.555, 69.014, 69.254, 69.672, 69.944, 70.092]"
110,France,250.0,"[9.43, 9.554, 9.177, 8.786, 8.913, 8.659, 8.803, 8.608, 8.747, 8.558, 8.693, 8.541, 8.722, 9.299, 9.43]","[43.02, 42.12, 41.363, 41.556, 41.69, 41.741, 41.894, 41.893, 42.048, 42.146, 42.266, 42.368, 42.584, 42.676, 43.02]"
